,id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,content,words,Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,dominant_topic
260,4638338496073184,Kg5mhptUA,7566379717,暖阳turbo202109,#刘昊然代言青桔##青桔单车#找到了三条,,,,"刘昊然代言青桔,青桔单车",0,0,0,2021-05-18 22:52,HUAWEI Mate 10,,,4637986555696210.0,刘昊然代言青桔青桔单车找到了三条,"['刘昊然', '代言', '青桔', '青桔', '单车', '找到', '三条']",0.0458,0.0459,0.0458,0.0458,0.6791,0.0459,0.0458,0.0458,4
261,4637411646114679,KfHfmpEHR,2629148593,冷筱小狼,#青桔单车#这个小绿前面的挡泥板感觉（不是真感觉，是事实）不起作用啊！骑慢点还好，稍微快点，水全甩到脚上了，别问我怎么知道的！！！我觉得这个设计的目的不只是为了好看吧（如果只是我一个人这样，那对不起，就当我没说）@青桔骑行官方微博@刘昊然turbo,,南京,"青桔骑行官方微博,刘昊然turbo",青桔单车,0,8,1,2021-05-16 09:29,Android,['https://wx2.sinaimg.cn/large/9cb59fb1ly1gqk0cbcb8dj20l00s0gp8.jpg'],,,青桔单车这个小绿前面的挡泥板感觉不是真感觉是事实不起作用啊骑慢点还好稍微快点水全甩到脚上了别问我怎么知道的我觉得这个设计的目的不只是为了好看吧如果只是我一个人这样那对不起就当我没说青桔骑行官方微博刘昊然,"['青桔', '单车', '小绿', '挡泥板', '事实', '不起作用', '慢点', '还好', '稍微', '快点', '水全', '设计', '目的', '好看', '对不起', '青桔', '骑行', '官方', '微博', '刘昊然']",0.03,0.7903,0.03,0.0299,0.03,0.03,0.0299,0.03,1
262,4637128774647829,KfzT7jv6Z,3187950063,打败伏地魔,#青桔单车#又一个给共享单车+私🔒的（这次是川师操场门口）L打败伏地魔的微博视频,,成都·四川师范大学,,青桔单车,0,7,1,2021-05-15 14:45,微博视频号,,"http://f.video.weibocdn.com/000AJrCOgx07MG26GhjN01041200Dnxg0E010.mp4?label=mp4_720p&template=720x1280.24.0&trans_finger=c3f00996be5378650057cf237d7bfffd&ori=0&ps=1BVp4ysnknHVZu&Expires=1654853040&ssig=vyLWyw1kQt&KID=unistore,video",,青桔单车又一个给共享单车私的这次是川师操场门口打败伏地魔的微博视频,"['青桔', '单车', '共享', '单车', '是川师', '操场', '门口', '打败', '伏地', '微博', '视频']",0.0425,0.0425,0.0425,0.0424,0.0425,0.0425,0.0424,0.7028,7
263,4636796313404073,KfreTehyp,7542680261,Hui玩权益,阳光正好，一起去踏青吧#青桔单车##Hui玩权益#LHui玩权益的微博视频,,南昌·南昌大学(前湖校区),,"青桔单车,Hui玩权益",0,1,0,2021-05-14 16:44,微博视频号,,"http://f.video.weibocdn.com/003upJXRgx07MEzouAuP01041200p7RB0E010.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=1f0da16358befad33323e3a1b7f95fc9&ori=0&ps=1BVp4ysnknHVZu&Expires=1654853052&ssig=i40TDfEZkp&KID=unistore,video",,阳光正好一起去踏青吧青桔单车玩权益玩权益的微博视频,"['阳光', '正好', '踏青', '青桔', '单车', '权益', '权益', '微博', '视频']",0.0431,0.6983,0.0431,0.0431,0.0431,0.0431,0.0431,0.0431,1
264,4636673982595295,Kfo3AaT9B,5629318014,过犹不及z_,青桔单车为啥不在宝安这边运营，窄了啊#青桔单车#@青桔骑行官方微博,,,青桔骑行官方微博,青桔单车,0,5,0,2021-05-14 08:38,iPhone,['https://wx3.sinaimg.cn/large/0068Y2LQgy1gqhnrgyur3j30n01dsadn.jpg'],,,青桔单车为啥不在宝安这边运营窄了啊青桔单车青桔骑行官方微博,"['青桔', '单车', '为啥', '宝安', '运营', '青桔', '单车', '青桔', '骑行', '官方', '微博']",0.0397,0.0397,0.0397,0.0397,0.0398,0.0398,0.0397,0.7219,7
265,4636455567103414,KfinitNVc,1913372811,加油加油再加16L油,#青桔单车##ofo和青桔单车因违规被罚款##青桔共享单车刹车失灵#前后刹车都有问题报了故障后，系统审核居然没有问题。打人工客服反馈，客服语气真的是糊弄到极点，还强调说他们可以退钱，老子是为了那1块五毛钱吗？cao！,,,,"青桔单车,ofo和青桔单车因违规被罚款,青桔共享单车 刹车失灵",0,4,1,2021-05-13 18:10,iPhone客户端,['https://wx1.sinaimg.cn/large/720bc08bly1gqgyofcp56j20u01sx484.jpg'],,,青桔单车和青桔单车因违规被罚款青桔共享单车刹车失灵前后刹车都有问题报了故障后系统审核居然没有问题打人工客服反馈客服语气真的是糊弄到极点还强调说他们可以退钱老子是为了那块五毛钱吗,"['青桔', '单车', '青桔', '单车', '违规', '罚款', '青桔', '共享', '单车', '刹车', '失灵', '刹车', '故障', '系统', '审核', '人工', '客服', '反馈', '客服', '语气', '真的', '糊弄', '到极点', '退钱', '老子', '五毛钱']",0.4068,0.0265,0.0265,0.0265,0.4345,0.0265,0.0265,0.0265,4
266,4634531338125734,KeujHy5Se,3280717553,nemo2142,#青桔单车#骑行五分钟，还车十分钟，定位精度还能再烂点吗？,,,,青桔单车,0,6,1,2021-05-08 10:43,微博客户端,['https://wx1.sinaimg.cn/large/c38bc6f1ly1gqatomdrmqj20u013yqvc.jpg'],,,青桔单车骑行五分钟还车十分钟定位精度还能再烂点吗,"['青桔', '单车', '骑行', '五分钟', '还车', '十分钟', '定位精度', '再烂点']",0.7034,0.0424,0.0424,0.0424,0.0424,0.0424,0.0424,0.0424,0
267,4633967225736359,KefDQo4hV,5614181974,橙桔lxn,#青桔##青桔单车#吐槽：收费越来越坑，越来越贵，准备弃了。,,阜阳·阜阳师范大学,,"青桔,青桔单车",0,1,0,2021-05-06 21:22,vivo X20全面屏手机,,,,青桔青桔单车吐槽收费越来越坑越来越贵准备弃了,"['青桔', '青桔', '单车', '吐槽', '收费', '越来越', '越来越']",0.0472,0.0471,0.0472,0.0472,0.0472,0.0473,0.0471,0.6698,7
268,4633898343204762,KedQKdrHI,5251609175,吃可爱长大的西瓜君,#青桔##青桔单车#这辈子再也不坐青桔共享了明明停在停车点，一直显示不在，换了几个停车点还是这样,,,,"青桔,青桔单车",0,2,0,2021-05-06 16:48,iPhone客户端,,,,青桔青桔单车这辈子再也不坐青桔共享了明明停在停车点一直显示不在换了几个停车点还是这样,"['青桔', '青桔', '单车', '这辈子', '再也', '青桔', '共享', '明明', '停车', '几个', '停车']",0.7412,0.0371,0.037,0.037,0.037,0.0369,0.0369,0.037,0
269,4633590392950036,Ke5Q3cnre,1749767511,口水娃遥控星星,骑着小车去快乐星球！做一天在北京街头穿梭的胡同猫～骑着共享单车也能混入专业的骑行活动，还能偶遇盘尼西林贝斯手。北京的立夏可真美呀@RE_而意@柳青-滴滴#骑行##盘尼西林##青桔单车#L口水娃遥控星星的微博视频,,,"RE_而意,柳青-滴滴","骑行,盘尼西林,青桔单车",1,9,8,2021-05-05 20:25,微博视频号,,"http://f.video.weibocdn.com/S96q8tpSlx07MqsABMuA0104120aqP1e0E040.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=775cb0ab963a74099cf9f840cd1987f1&ori=0&ps=1BVp4ysnknHVZu&Expires=1654853167&ssig=Ft81Ae5s8T&KID=unistore,video",,骑着小车去快乐星球做一天在北京街头穿梭的胡同猫骑着共享单车也能混入专业的骑行活动还能偶遇盘尼西林贝斯手北京的立夏可真美呀而意柳青滴滴骑行盘尼西林青桔单车口水娃遥控星星的微博视频,"['骑着', '小车', '快乐', '星球', '北京街头', '穿梭', '胡同', '共享', '单车', '混入', '专业', '骑行', '活动', '偶遇', '盘尼西林', '贝斯手', '北京', '立夏', '可真美', '而意', '柳青', '滴滴', '骑行', '盘尼西林', '青桔', '单车', '口水', '遥控', '星星', '微博', '视频']",0.0289,0.0289,0.029,0.0289,0.0289,0.7976,0.0289,0.0289,5
270,4633522293704263,Ke44dfxEb,1773612854,生于攸患Eddie,做这种事的人你不怕遭报应那？况且你也改变不了什么。。#青桔单车##共享单车##成都共享单车神秘消失#,,成都·太升南路,,"青桔单车,共享单车,成都共享单车神秘消失",0,6,4,2021-05-05 15:54,OPPO Reno3 元气版 5G,"['https://wx2.sinaimg.cn/large/69b72f36gy1gq7lqj65nsj20u0140wjr.jpg', 'https://wx2.sinaimg.cn/large/69b72f36gy1gq7lqlkgsrj22o03k0x6r.jpg']",,,做这种事的人你不怕遭报应那况且你也改变不了什么青桔单车共享单车成都共享单车神秘消失,"['遭报应', '改变', '青桔', '单车', '共享', '单车', '成都', '共享', '单车', '神秘', '消失']",0.0458,0.0458,0.0458,0.0458,0.0458,0.0458,0.0458,0.6795,7
271,4633434377163099,Ke1Mpu3rR,6047697568,干嘛我睡着了诶,#青桔单车#真无语这辈子都不想骑了找停车点找了半个多小时被迫违规停车,,,,青桔单车,0,3,1,2021-05-05 10:05,Redmi K30 5G先锋,['https://wx2.sinaimg.cn/large/006Bhwpagy1gq7bp6hm7xj30u01uoqj7.jpg'],,,青桔单车真无语这辈子都不想骑了找停车点找了半个多小时被迫违规停车,"['青桔', '单车', '真无语', '这辈子', '不想', '停车', '半个', '小时', '被迫', '违规', '停车']",0.033,0.7701,0.0328,0.0328,0.0328,0.0329,0.0328,0.0328,1
272,4632026743309007,Kdra2dSP5,5781192488,乂华华华,#青桔单车#@青桔骑行官方微博好家伙暴力源头L乂华华华的微博视频,,,青桔骑行官方微博,青桔单车,0,1,0,2021-05-01 12:51,魅族 16 旗舰手机,,"http://f.video.weibocdn.com/003w3p3rgx07MjzQ7IF9010412008buq0E010.mp4?label=mp4_720p&template=720x1280.24.0&trans_finger=c3f00996be5378650057cf237d7bfffd&ori=0&ps=1BVp4ysnknHVZu&Expires=1654853322&ssig=qjsaCeZ2Y2&KID=unistore,video",,青桔单车青桔骑行官方微博好家伙暴力源头乂华华华的微博视频,"['青桔', '单车', '青桔', '骑行', '官方', '微博', '好家伙', '暴力', '源头', '华华', '微博', '视频']",0.04,0.04,0.04,0.0399,0.0399,0.7202,0.0399,0.04,5
273,4632003301869513,Kdqye7Qlr,1794148021,来世捡破烂也不学医,谁再骑青桔谁是狗十分钟的路程，骑了两辆烂车，第三辆不让停车，停了二十分钟都不让停非得找你们人工客服骂了你们才给我停是吧@青桔骑行官方微博#青桔单车#,,重庆·重庆大学城,青桔骑行官方微博,青桔单车,0,3,3,2021-05-01 11:18,HUAWEI P30,['https://wx2.sinaimg.cn/large/6af086b5gy1gq2rbya3l8j204g046q2q.jpg'],,,谁再骑青桔谁是狗十分钟的路程骑了两辆烂车第三辆不让停车停了二十分钟都不让停非得找你们人工客服骂了你们才给我停是吧青桔骑行官方微博青桔单车,"['青桔', '十分钟', '路程', '两辆', '烂车', '第三辆', '不让', '停车', '二十分钟', '不让', '人工', '客服', '青桔', '骑行', '官方', '微博青桔', '单车']",0.4886,0.0296,0.0296,0.0296,0.0296,0.0297,0.0296,0.3336,0
274,4631773378779258,KdkznAPSW,5269305420,唐布里波,#青桔单车#这是我骑过最xx的电动车难开难停。,,,,青桔单车,0,0,0,2021-04-30 20:04,iPhone客户端,,,,青桔单车这是我骑过最的电动车难开难停,"['青桔', '单车', '骑过', '电动车', '难开', '难停']",0.0518,0.6371,0.0519,0.0518,0.0518,0.0518,0.0518,0.0518,1
275,4631609033359937,Kdgije64x,5531319388,Lilian_Le,#青桔单车#发生肾么事了？为什么都扫不开,,,,青桔单车,0,4,0,2021-04-30 09:11,HUAWEI Mate 30 5G,,,,青桔单车发生肾么事了为什么都扫不开,"['青桔', '单车', '发生', '扫不开']",0.0518,0.0518,0.0518,0.0518,0.6371,0.0521,0.0518,0.0518,4
276,4630660671606447,KcRCH6JUr,6298845547,黑白_9527,#青桔单车#青桔电单车都到哪里去了，月卡都买好了，满大街的青桔单车突然就在路边消失了，几公里见不到一辆青桔。这么坑吗，感觉可以考虑退卡了。,,,,青桔单车,0,3,1,2021-04-27 18:23,小米Note 3 拍人更美,,,,青桔单车青桔电单车都到哪里去了月卡都买好了满大街的青桔单车突然就在路边消失了几公里见不到一辆青桔这么坑吗感觉可以考虑退卡了,"['青桔', '单车', '青桔', '电单车', '买好', '满大街', '青桔', '单车', '路边', '消失', '几公里', '不到', '一辆', '青桔', '退卡']",0.0318,0.0318,0.0318,0.0318,0.7774,0.0318,0.0318,0.0318,4
277,4629896939441577,KcxKRDCbv,2753979601,Cigole,夏天到来骑共享单车的人越来越多，希望在新出或者拉回去充电时给车车配上一个可以多次利用的抹布，遇到车座脏的时候擦一下，体验感更好，下雨天也越来越多，有这样一块抹布，下雨之后也不怕。#哈喽单车##青桔单车##美团单车##美团#@支付宝@青桔@美团,,鄂尔多斯,"支付宝,青桔,美团","哈喽单车,青桔单车,美团单车,美团",0,2,0,2021-04-25 15:48,华为畅享10 Plus,['https://wx3.sinaimg.cn/large/a42664d1ly1gpw18nyfqyj20yi22ou0x.jpg'],,,夏天到来骑共享单车的人越来越多希望在新出或者拉回去充电时给车车配上一个可以多次利用的抹布遇到车座脏的时候擦一下体验感更好下雨天也越来越多有这样一块抹布下雨之后也不怕哈喽单车青桔单车美团单车美团支付宝青桔美团,"['夏天', '到来', '共享', '单车', '越来越', '希望', '新出', '拉回去', '充电', '车车', '利用', '抹布', '车座', '体验', '更好', '下雨天', '越来越', '多有', '一块', '抹布', '下雨', '单车', '青桔', '单车', '美团', '单车', '美团', '支付宝', '青桔', '美团']",0.0258,0.0258,0.0258,0.0258,0.8193,0.0258,0.0258,0.0258,4
278,4629892577100775,KcxDPtNeD,5522477683,晨一是我,劝大家少骑青桔，能不骑青桔就别骑，因真的很难停车，其他青桔都能停车，就自己骑的那个不行并且还一直说你不在P点#青桔##青桔单车#,,合肥,,"青桔,青桔单车",0,0,2,2021-04-25 15:31,HUAWEI Mate 30 5G,,,,劝大家少骑青桔能不骑青桔就别骑因真的很难停车其他青桔都能停车就自己骑的那个不行并且还一直说你不在点青桔青桔单车,"['少骑', '青桔', '青桔', '别骑', '真的', '很难', '停车', '青桔', '停车', '不行', '青桔', '青桔', '单车']",0.0394,0.0393,0.0393,0.0393,0.7248,0.0393,0.0393,0.0393,4
279,4629448354171886,Kcm5lhviu,5854049891,喜夜蟹,#青桔单车#为什么买了月卡，刚开始骑车很正常，后来怎么都扫不开，扫的页面一直跳，就是开不了，再退出的时候又说订单已经进行，好进行就算了，好家伙，系统卡的我的连关锁都找不到，没办月卡之前，流畅的一批，这是嫌我骑多了？？？@青桔骑行官方微博,,,青桔骑行官方微博,青桔单车,0,8,5,2021-04-24 10:06,nova5Pro人像超级夜景,,,,青桔单车为什么买了月卡刚开始骑车很正常后来怎么都扫不开扫的页面一直跳就是开不了再退出的时候又说订单已经进行好进行就算了好家伙系统卡的我的连关锁都找不到没办月卡之前流畅的一批这是嫌我骑多了青桔骑行官方微博,"['青桔', '单车', '卡刚', '骑车', '扫不开', '页面', '退出', '订单', '好家伙', '系统', '连关', '不到', '没办', '流畅', '一批', '青桔', '骑行', '官方', '微博']",0.2931,0.029,0.029,0.029,0.029,0.0291,0.5328,0.0291,6
280,4629231324106639,Kcgrihek7,6005792824,sakura科,#青桔单车##青桔#水逆日大概就是：奶茶摔了，蛋卷碎了，衣服被车胎压了，我和死亡就差一步了。上行找不到还车点，下走差点gotohell。青柠你真牛，骑个车差点把人震成💩，右刹车失灵了的车也敢给人用,,,,"青桔单车,青桔",0,3,0,2021-04-23 19:43,nova5Pro人像超级夜景,,,,青桔单车青桔水逆日大概就是奶茶摔了蛋卷碎了衣服被车胎压了我和死亡就差一步了上行找不到还车点下走差点青柠你真牛骑个车差点把人震成右刹车失灵了的车也敢给人用,"['青桔', '单车', '青桔', '水逆日', '奶茶', '蛋卷', '衣服', '车胎', '死亡', '一步', '上行', '不到', '车点', '差点', '青柠', '真牛', '骑个', '差点', '人震成', '刹车', '失灵', '人用']",0.03,0.791,0.0298,0.0299,0.0298,0.0299,0.0298,0.0298,1
281,4629230102774196,KcgpkbDH6,3871861071,死了都要吃啊,沈阳#哈啰单车##青桔单车#单车🚲🚲🚲为什么都不好骑了呢！哎！,,,,"哈啰单车,青桔单车",0,2,0,2021-04-23 19:38,iPhone客户端,"['https://wx1.sinaimg.cn/large/e6c7e94fly1gptwufgfu7j20qo1lraif.jpg', 'https://wx4.sinaimg.cn/large/e6c7e94fly1gptwufkkm6j20qo1lr10r.jpg']",,,沈阳哈啰单车青桔单车单车为什么都不好骑了呢哎,"['沈阳', '哈啰', '单车', '青桔', '单车', '单车', '不好']",0.0462,0.677,0.0462,0.0461,0.0461,0.0461,0.0461,0.0461,1
282,4629174490235794,KceXD0Zl8,3539204412,飞玥ol,种下春天开心的一颗种子，待到发芽开花结果。#青桔单车#,,,,青桔单车,0,1,0,2021-04-23 15:57,iPhone客户端,['https://wx1.sinaimg.cn/large/d2f3f93cly1gptqfejchtj20zk0k0wk5.jpg'],,,种下春天开心的一颗种子待到发芽开花结果青桔单车,"['种下', '春天', '开心', '一颗', '种子', '发芽', '开花结果', '青桔', '单车']",0.6368,0.0519,0.0519,0.0519,0.0519,0.0519,0.0519,0.0519,0
283,4628893220995663,Kc7DY4b15,2254797367,皮蛋瘦肉周周洲,从没想过破财来的这么快总是不长记性的我东西总能忘在共享车框里#青桔单车#别人忘记东西总能遇到好心人而我不配每次都有人给我拿走,,,,青桔单车,0,4,1,2021-04-22 21:20,iPhone客户端,['https://wx2.sinaimg.cn/large/86657a37gy1gpsu2ojxzkj20kf0nuwpi.jpg'],,,从没想过破财来的这么快总是不长记性的我东西总能忘在共享车框里青桔单车别人忘记东西总能遇到好心人而我不配每次都有人给我拿走,"['从没', '想过', '破财', '记性', '东西', '总能', '共享', '车框', '青桔', '单车', '忘记', '东西', '总能', '好心人', '不配', '每次', '有人', '拿走']",0.0344,0.0344,0.0344,0.0344,0.0344,0.7592,0.0344,0.0345,5
284,4628150292056394,KbOjH8CXE,3117802777,小米好难瘦,#哈罗单车##青桔单车#我祝那些破坏单车二维码的人这辈子开不起私家车上班永远迟到打牌打麻将一直输外卖永远迟到减肥不成功越减越肥自私没素质的人不配拥有幸福！,,济南,,"哈罗单车,青桔单车",0,6,0,2021-04-20 20:07,HUAWEI Mate 20,['https://wx2.sinaimg.cn/large/b9d5e519ly1gpqgnj96cej23282aou10.jpg'],,,哈罗单车青桔单车我祝那些破坏单车二维码的人这辈子开不起私家车上班永远迟到打牌打麻将一直输外卖永远迟到减肥不成功越减越肥自私没素质的人不配拥有幸福,"['哈罗', '单车', '青桔', '单车', '我祝', '破坏', '单车', '二维码', '这辈子', '开不起', '私家车', '上班', '永远', '迟到', '打牌', '打麻将', '外卖', '永远', '迟到', '减肥', '成功', '越减', '越肥', '自私', '素质', '不配', '拥有', '幸福']",0.0274,0.0275,0.0274,0.8081,0.0275,0.0274,0.0274,0.0273,3
285,4627938673164686,KbIOndhhk,3919909914,鸮环,搞不懂#青桔单车#的存放机制，为什么地铁站门口，有大量同款单车的地方无法关锁,,,,青桔单车,0,2,0,2021-04-20 06:07,iPhone客户端,['https://wx1.sinaimg.cn/large/e9a5141aly1gppshp6zp1j23402c0hdt.jpg'],,,搞不懂青桔单车的存放机制为什么地铁站门口有大量同款单车的地方无法关锁,"['搞不懂', '青桔', '单车', '存放', '机制', '地铁站', '门口', '同款', '单车', '地方', '关锁']",0.0392,0.7262,0.0391,0.0391,0.0391,0.0391,0.0391,0.0392,1
286,4627683143320619,KbCaedVQn,1844046622,IsaacMc,#青桔单车#广州的车现在越来越少，找到都使用不了，还有三天就byebye您了,,,,青桔单车,0,1,0,2021-04-19 13:11,iPhone客户端,['https://wx1.sinaimg.cn/large/6de9eb1egy1gpoz538v32j20u01syh8e.jpg'],,,青桔单车广州的车现在越来越少找到都使用不了还有三天就您了,"['青桔', '单车', '广州', '越来越少', '找到', '三天']",0.0421,0.0421,0.042,0.0421,0.0421,0.0421,0.7055,0.0422,6
287,4626987443030855,Kbk48cIsL,5518632251,王小姐宇宙爆发,能不能在保修车辆环节多一项“擅自锁车私用罚款”，经常因为别人自带的锁锁了公用自行车而白开锁或耽误时间！#青桔单车##哈喽单车##美团单车#@青桔单车@哈喽单车@美团单车@都市快报,,,"青桔单车,哈喽单车,美团单车,都市快报","青桔单车,哈喽单车,美团单车",0,1,1,2021-04-17 15:07,iPhone客户端,,,,能不能在保修车辆环节多一项擅自锁车私用罚款经常因为别人自带的锁锁了公用自行车而白开锁或耽误时间青桔单车哈喽单车美团单车青桔单车哈喽单车美团单车都市快报,"['保修', '车辆', '环节', '一项', '擅自', '锁车', '私用', '罚款', '自带', '公用', '自行车', '而白', '开锁', '耽误时间', '青桔', '单车', '单车', '美团', '单车', '青桔', '单车', '单车', '美团', '单车', '都市快报']",0.0306,0.7864,0.0305,0.0305,0.0305,0.0306,0.0305,0.0305,1
288,4626934522973943,KbiGMctEP,6640597933,小饼干不加糖也超级甜啊,#青桔单车#可以倒闭了，谢谢,,,,青桔单车,0,2,2,2021-04-17 11:36,荣耀30 Pro 5G,,,,青桔单车可以倒闭了谢谢,"['青桔', '单车', '倒闭', '谢谢']",0.637,0.0519,0.0518,0.0518,0.0519,0.0518,0.0518,0.0519,0
289,4626329741298906,Kb2Xk5rU6,2552996223,放肆的笑是硪的骄傲,不得不说青桔单车的时效还是蛮快的#青桔单车#,,,,青桔单车,0,5,0,2021-04-15 19:33,nova5Pro人像超级夜景,"['https://wx2.sinaimg.cn/large/982ba17fgy1gpknoopekgj20u02tce1o.jpg', 'https://wx3.sinaimg.cn/large/982ba17fgy1gpknos68qzj20u01t079w.jpg', 'https://wx4.sinaimg.cn/large/982ba17fgy1gpknpeby2hj20u01t0n08.jpg']",,,不得不说青桔单车的时效还是蛮快的青桔单车,"['青桔', '单车', '时效', '蛮快', '青桔', '单车']",0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0
290,4625991806490998,KaUagreBw,7350520261,甜土豆丝儿,#青桔单车#@青桔单车车烂就算了，市桥地铁站附近压根都找不到你们的车，好不容易找到一辆，脚蹬子还让人卸了，每次用青桔，不是链条掉了，座椅坏了，就是到处找地方还车体验感极差，趁早倒闭吧,,,青桔单车,青桔单车,0,1,0,2021-04-14 21:10,iPhone客户端,,,,青桔单车青桔单车车烂就算了市桥地铁站附近压根都找不到你们的车好不容易找到一辆脚蹬子还让人卸了每次用青桔不是链条掉了座椅坏了就是到处找地方还车体验感极差趁早倒闭吧,"['青桔', '单车', '青桔', '单车', '车烂', '市桥', '地铁站', '压根', '不到', '好不容易', '找到', '一辆', '脚蹬子', '每次', '用青桔', '链条', '座椅', '地方', '还车', '体验', '极差', '倒闭']",0.2554,0.5888,0.026,0.026,0.0261,0.026,0.026,0.026,1
291,4625789704208902,KaOUihEVw,2420508464,鱼_FT之谜,#青桔单车#你的定位不准问题什么时候解决，好几次了，明明就在停车点，偏偏显示不在停车点，我看你是想收取我的调度费。不想续月卡了。@青桔骑行官方微博,,,青桔骑行官方微博,青桔单车,0,5,5,2021-04-14 07:47,微博 weibo.com,['https://wx3.sinaimg.cn/large/90460730gy1gpixpympxqj20u01407wj.jpg'],,,青桔单车你的定位不准问题什么时候解决好几次了明明就在停车点偏偏显示不在停车点我看你是想收取我的调度费不想续月卡了青桔骑行官方微博,"['青桔', '单车', '定位', '不准', '解决', '几次', '明明', '停车', '停车', '收取', '调度', '不想', '青桔', '骑行', '官方', '微博']",0.7991,0.0287,0.0287,0.0287,0.0287,0.0287,0.0287,0.0287,0
292,4625103318683756,Kax3dAr2A,6679986027,融易算,【#共享产品纷纷涨价##景区充电宝1小时10元#】近日，不少消费者发现，在上海的普通商场内，不同品牌的#共享充电宝#在悄悄涨价。从最初的每小时1元，半小时免费的价格，到现在平均每小时需花费3-4元，而24小时封顶价也从20元涨至30元。在杭州西湖景区有游客发现#街电#、#怪兽充电#、#小电#等充电宝收费高达每小时10元。不仅是#共享充电宝#，#共享单车#同样在涨价。近日，有网友提供的#青桔单车#计价规则截图显示，#青桔单车#前15分钟收费1.5元，然后每10分钟收费1元，这样算下来，1小时收费高达6.5元，比乘坐公交车的价格还要贵。,,,,"共享产品纷纷涨价,景区充电宝1小时10元,共享充电宝,街电,怪兽充电,小电,共享单车,青桔单车",0,0,0,2021-04-12 10:20,新版微博 weibo.com,['https://wx1.sinaimg.cn/large/007i4xw7ly1gpgqw2cceuj30zk0jrac8.jpg'],,,共享产品纷纷涨价景区充电宝小时元近日不少消费者发现在上海的普通商场内不同品牌的共享充电宝在悄悄涨价从最初的每小时元半小时免费的价格到现在平均每小时需花费元而小时封顶价也从元涨至元在杭州西湖景区有游客发现街电怪兽充电小电等充电宝收费高达每小时元不仅是共享充电宝共享单车同样在涨价近日有网友提供的青桔单车计价规则截图显示青桔单车前分钟收费元然后每分钟收费元这样算下来小时收费高达元比乘坐公交车的价格还要贵,"['共享', '产品', '纷纷', '涨价', '景区', '充电', '小时', '近日', '消费者', '发现', '上海', '商场', '品牌', '共享', '充电', '宝在', '悄悄', '涨价', '最初', '小时', '半小时', '免费', '价格', '平均', '小时', '花费', '小时', '封顶', '从元涨', '杭州', '西湖', '景区', '游客', '发现', '街电', '怪兽', '充电', '小电', '充电', '收费', '高达', '小时', '共享', '充电', '共享', '单车', '涨价', '近日', '网友', '提供', '青桔', '单车', '计价', '规则', '截图', '青桔', '单车', '分钟', '收费', '每分钟', '收费', '算下来', '小时', '收费', '高达元', '乘坐', '公交车', '价格']",0.8337,0.0237,0.0238,0.0238,0.0238,0.0237,0.0237,0.0238,0
293,4624792583934710,KaoY2gvB4,5627713049,不上班的铲屎官课代表,#青桔单车#蹦了吗？一直提醒换一辆,,成都·双楠,,青桔单车,0,3,0,2021-04-11 13:45,nova8 我由我掌镜,,,,青桔单车蹦了吗一直提醒换一辆,"['青桔', '单车', '提醒', '一辆']",0.0526,0.632,0.0526,0.0526,0.0526,0.0526,0.0526,0.0526,1
294,4624057905186068,Ka5R4lL8g,3229109853,酷到一万岁,下夜班本想骑个共享车回家走了2里地找到这个单车竟然他妈没轱辘....给爷整笑了#青桔单车##共享单车#,,,,"青桔单车,共享单车",0,9,0,2021-04-09 13:06,iPhone X,"['https://wx3.sinaimg.cn/large/c0784e5dly1gpderbpwx4j20u01szx6q.jpg', 'https://wx3.sinaimg.cn/large/c0784e5dly1gpdere94fij20u0140h0o.jpg', 'https://wx1.sinaimg.cn/large/807e5ebdgy1go5u1iqbcqj20ji0jiab4.jpg']",,,下夜班本想骑个共享车回家走了里地找到这个单车竟然他妈没轱辘给爷整笑了青桔单车共享单车,"['夜班', '本想', '骑个', '共享', '回家', '找到', '单车', '他妈', '轱辘', '给爷', '整笑', '青桔', '单车', '共享', '单车']",0.033,0.033,0.033,0.769,0.033,0.033,0.033,0.033,3
